model_name,input_token,output_token,latency_sec,tps
gpt-5.4-2026-03-05,170,60,,
gpt-5.4-2026-03-05,119,30,,
gpt-5.4-2026-03-05,117,28,,
gpt-5.4-2026-03-05,99,24,,
gpt-5.4-2026-03-05,160,51,,
gpt-5.4-2026-03-05,110,26,,
gpt-5.4-2026-03-05,103,20,,
gpt-5.4-2026-03-05,110,26,,
gpt-5.4-2026-03-05,92,13,,
gpt-5.4-2026-03-05,114,33,,
gpt-5.4-2026-03-05,92,13,,
gpt-5.4-2026-03-05,153,68,,
gpt-5.4-2026-03-05,136,47,,
gpt-5.4-2026-03-05,150,52,,
gpt-5.4-2026-03-05,183,88,,
gpt-5.4-2026-03-05,95,18,,
gpt-5.4-2026-03-05,130,45,,
gpt-5.4-2026-03-05,145,54,,
gpt-5.4-2026-03-05,115,30,,
gpt-5.4-2026-03-05,112,30,,
gpt-5.4-2026-03-05,175,64,,
gpt-5.4-2026-03-05,121,37,,
gpt-5.4-2026-03-05,94,14,,
gpt-5.4-2026-03-05,119,28,,
gpt-5.4-2026-03-05,189,77,,
gpt-5.4-2026-03-05,94,17,,
gpt-5.4-2026-03-05,109,31,,
gpt-5.4-2026-03-05,99,19,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,87,11,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,128,40,,
gpt-5.4-2026-03-05,125,34,,
gpt-5.4-2026-03-05,110,27,,
gpt-5.4-2026-03-05,104,22,,
gpt-5.4-2026-03-05,112,27,,
gpt-5.4-2026-03-05,112,25,,
gpt-5.4-2026-03-05,100,17,,
gpt-5.4-2026-03-05,119,34,,
gpt-5.4-2026-03-05,89,17,,
gpt-5.4-2026-03-05,117,32,,
gpt-5.4-2026-03-05,112,37,,
gpt-5.4-2026-03-05,136,42,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,114,26,,
gpt-5.4-2026-03-05,123,33,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,97,17,,
gpt-5.4-2026-03-05,95,22,,
gpt-5.4-2026-03-05,108,25,,
gpt-5.4-2026-03-05,177,66,,
gpt-5.4-2026-03-05,98,23,,
gpt-5.4-2026-03-05,130,36,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,94,15,,
gpt-5.4-2026-03-05,101,18,,
gpt-5.4-2026-03-05,94,17,,
gpt-5.4-2026-03-05,88,13,,
gpt-5.4-2026-03-05,108,29,,
gpt-5.4-2026-03-05,118,34,,
gpt-5.4-2026-03-05,126,34,,
gpt-5.4-2026-03-05,99,20,,
gpt-5.4-2026-03-05,114,34,,
gpt-5.4-2026-03-05,103,23,,
gpt-5.4-2026-03-05,94,16,,
gpt-5.4-2026-03-05,159,65,,
gpt-5.4-2026-03-05,99,29,,
gpt-5.4-2026-03-05,98,26,,
gpt-5.4-2026-03-05,94,18,,
gpt-5.4-2026-03-05,125,37,,
gpt-5.4-2026-03-05,112,28,,
gpt-5.4-2026-03-05,4190,25,,
gpt-5.4-2026-03-05,94,17,,
gpt-5.4-2026-03-05,109,30,,
gpt-5.4-2026-03-05,119,38,,
gpt-5.4-2026-03-05,121,39,,
gpt-5.4-2026-03-05,170,68,,
gpt-5.4-2026-03-05,118,35,,
gpt-5.4-2026-03-05,141,56,,
gpt-5.4-2026-03-05,165,54,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,102,21,,
gpt-5.4-2026-03-05,94,24,,
gpt-5.4-2026-03-05,102,24,,
gpt-5.4-2026-03-05,102,20,,
gpt-5.4-2026-03-05,94,19,,
gpt-5.4-2026-03-05,105,24,,
gpt-5.4-2026-03-05,92,13,,
gpt-5.4-2026-03-05,108,23,,
gpt-5.4-2026-03-05,97,17,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,104,30,,
gpt-5.4-2026-03-05,123,34,,
gpt-5.4-2026-03-05,126,36,,
gpt-5.4-2026-03-05,133,41,,
gpt-5.4-2026-03-05,124,64,,
gpt-5.4-2026-03-05,208,108,,
gpt-5.4-2026-03-05,177,78,,
gpt-5.4-2026-03-05,182,75,,
gpt-5.4-2026-03-05,101,23,,
gpt-5.4-2026-03-05,125,41,,
gpt-5.4-2026-03-05,130,39,,
gpt-5.4-2026-03-05,92,16,,
gpt-5.4-2026-03-05,143,47,,
gpt-5.4-2026-03-05,93,15,,
gpt-5.4-2026-03-05,96,15,,
gpt-5.4-2026-03-05,213,93,,
gpt-5.4-2026-03-05,89,12,,
gpt-5.4-2026-03-05,145,57,,
gpt-5.4-2026-03-05,106,27,,
gpt-5.4-2026-03-05,147,60,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,115,32,,
gpt-5.4-2026-03-05,167,76,,
gpt-5.4-2026-03-05,132,47,,
gpt-5.4-2026-03-05,155,70,,
gpt-5.4-2026-03-05,105,25,,
gpt-5.4-2026-03-05,101,18,,
gpt-5.4-2026-03-05,120,36,,
gpt-5.4-2026-03-05,102,22,,
gpt-5.4-2026-03-05,99,22,,
gpt-5.4-2026-03-05,109,31,,
gpt-5.4-2026-03-05,107,28,,
gpt-5.4-2026-03-05,128,39,,
gpt-5.4-2026-03-05,146,50,,
gpt-5.4-2026-03-05,108,26,,
gpt-5.4-2026-03-05,137,47,,
gpt-5.4-2026-03-05,121,42,,
gpt-5.4-2026-03-05,176,74,,
gpt-5.4-2026-03-05,139,52,,
gpt-5.4-2026-03-05,146,62,,
gpt-5.4-2026-03-05,149,53,,
gpt-5.4-2026-03-05,107,24,,
gpt-5.4-2026-03-05,195,87,,
gpt-5.4-2026-03-05,212,87,,
gpt-5.4-2026-03-05,89,13,,
gpt-5.4-2026-03-05,123,19,,
gpt-5.4-2026-03-05,97,18,,
gpt-5.4-2026-03-05,115,22,,
gpt-5.4-2026-03-05,144,47,,
gpt-5.4-2026-03-05,103,21,,
gpt-5.4-2026-03-05,213,80,,
gpt-5.4-2026-03-05,139,42,,
gpt-5.4-2026-03-05,139,45,,
gpt-5.4-2026-03-05,223,100,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,94,19,,
gpt-5.4-2026-03-05,203,80,,
gpt-5.4-2026-03-05,110,25,,
gpt-5.4-2026-03-05,119,31,,
gpt-5.4-2026-03-05,234,98,,
gpt-5.4-2026-03-05,156,53,,
gpt-5.4-2026-03-05,143,45,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,91,17,,
gpt-5.4-2026-03-05,146,62,,
gpt-5.4-2026-03-05,89,14,,
gpt-5.4-2026-03-05,104,20,,
gpt-5.4-2026-03-05,108,28,,
gpt-5.4-2026-03-05,100,19,,
gpt-5.4-2026-03-05,92,12,,
gpt-5.4-2026-03-05,411,219,,
gpt-5.4-2026-03-05,115,25,,
gpt-5.4-2026-03-05,388,215,,
gpt-5.4-2026-03-05,373,214,,
gpt-5.4-2026-03-05,484,279,,
gpt-5.4-2026-03-05,280,146,,
gpt-5.4-2026-03-05,397,192,,
gpt-5.4-2026-03-05,358,191,,
gpt-5.4-2026-03-05,425,229,,
gpt-5.4-2026-03-05,429,222,,
gpt-5.4-2026-03-05,286,132,,
gpt-5.4-2026-03-05,351,187,,
gpt-5.4-2026-03-05,617,352,,
gpt-5.4-2026-03-05,421,237,,
gpt-5.4-2026-03-05,87,11,,
gpt-5.4-2026-03-05,115,25,,
gpt-5.4-2026-03-05,500,287,,
gpt-5.4-2026-03-05,341,176,,
gpt-5.4-2026-03-05,272,135,,
gpt-5.4-2026-03-05,499,277,,
gpt-5.4-2026-03-05,264,124,,
gpt-5.4-2026-03-05,243,113,,
gpt-5.4-2026-03-05,117,29,,
gpt-5.4-2026-03-05,128,35,,
gpt-5.4-2026-03-05,102,23,,
gpt-5.4-2026-03-05,254,114,,
gpt-5.4-2026-03-05,116,30,,
gpt-5.4-2026-03-05,224,105,,
gpt-5.4-2026-03-05,139,46,,
gpt-5.4-2026-03-05,103,23,,
gpt-5.4-2026-03-05,128,38,,
gpt-5.4-2026-03-05,235,100,,
gpt-5.4-2026-03-05,181,81,,
gpt-5.4-2026-03-05,234,97,,
gpt-5.4-2026-03-05,171,65,,
gpt-5.4-2026-03-05,289,133,,
gpt-5.4-2026-03-05,341,161,,
gpt-5.4-2026-03-05,180,82,,
gpt-5.4-2026-03-05,207,87,,
gpt-5.4-2026-03-05,131,35,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,91,14,,
gpt-5.4-2026-03-05,105,23,,
gpt-5.4-2026-03-05,164,56,,
gpt-5.4-2026-03-05,220,106,,
gpt-5.4-2026-03-05,89,13,,
gpt-5.4-2026-03-05,255,114,,
gpt-5.4-2026-03-05,168,65,,
gpt-5.4-2026-03-05,178,77,,
gpt-5.4-2026-03-05,364,196,,
gpt-5.4-2026-03-05,350,185,,
gpt-5.4-2026-03-05,239,109,,
gpt-5.4-2026-03-05,100,28,,
gpt-5.4-2026-03-05,96,17,,
gpt-5.4-2026-03-05,102,18,,
gpt-5.4-2026-03-05,294,135,,
gpt-5.4-2026-03-05,203,94,,
gpt-5.4-2026-03-05,216,98,,
gpt-5.4-2026-03-05,197,77,,
gpt-5.4-2026-03-05,355,170,,
gpt-5.4-2026-03-05,275,134,,
gpt-5.4-2026-03-05,214,91,,
gpt-5.4-2026-03-05,257,124,,
gpt-5.4-2026-03-05,262,131,,
gpt-5.4-2026-03-05,95,26,,
gpt-5.4-2026-03-05,195,78,,
gpt-5.4-2026-03-05,262,133,,
gpt-5.4-2026-03-05,286,160,,
gpt-5.4-2026-03-05,172,65,,
gpt-5.4-2026-03-05,133,43,,
gpt-5.4-2026-03-05,164,65,,
gpt-5.4-2026-03-05,178,70,,
gpt-5.4-2026-03-05,155,49,,
gpt-5.4-2026-03-05,136,45,,
gpt-5.4-2026-03-05,293,135,,
gpt-5.4-2026-03-05,134,42,,
gpt-5.4-2026-03-05,328,166,,
gpt-5.4-2026-03-05,146,51,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,218,100,,
gpt-5.4-2026-03-05,197,82,,
gpt-5.4-2026-03-05,192,78,,
gpt-5.4-2026-03-05,244,103,,
gpt-5.4-2026-03-05,260,119,,
gpt-5.4-2026-03-05,204,81,,
gpt-5.4-2026-03-05,209,94,,
gpt-5.4-2026-03-05,164,59,,
gpt-5.4-2026-03-05,169,63,,
gpt-5.4-2026-03-05,199,79,,
gpt-5.4-2026-03-05,247,118,,
gpt-5.4-2026-03-05,93,15,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,221,108,,
gpt-5.4-2026-03-05,234,98,,
gpt-5.4-2026-03-05,126,33,,
gpt-5.4-2026-03-05,93,15,,
gpt-5.4-2026-03-05,259,129,,
gpt-5.4-2026-03-05,164,67,,
gpt-5.4-2026-03-05,133,36,,
gpt-5.4-2026-03-05,159,58,,
gpt-5.4-2026-03-05,206,107,,
gpt-5.4-2026-03-05,140,45,,
gpt-5.4-2026-03-05,124,39,,
gpt-5.4-2026-03-05,191,87,,
gpt-5.4-2026-03-05,337,193,,
gpt-5.4-2026-03-05,158,54,,
gpt-5.4-2026-03-05,124,37,,
gpt-5.4-2026-03-05,154,47,,
gpt-5.4-2026-03-05,183,72,,
gpt-5.4-2026-03-05,205,89,,
gpt-5.4-2026-03-05,189,80,,
gpt-5.4-2026-03-05,135,38,,
gpt-5.4-2026-03-05,173,65,,
gpt-5.4-2026-03-05,130,33,,
gpt-5.4-2026-03-05,289,123,,
gpt-5.4-2026-03-05,172,66,,
gpt-5.4-2026-03-05,103,25,,
gpt-5.4-2026-03-05,103,23,,
gpt-5.4-2026-03-05,97,20,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,266,124,,
gpt-5.4-2026-03-05,141,44,,
gpt-5.4-2026-03-05,131,45,,
gpt-5.4-2026-03-05,158,56,,
gpt-5.4-2026-03-05,122,32,,
gpt-5.4-2026-03-05,136,36,,
gpt-5.4-2026-03-05,109,26,,
gpt-5.4-2026-03-05,109,27,,
gpt-5.4-2026-03-05,164,57,,
gpt-5.4-2026-03-05,230,93,,
gpt-5.4-2026-03-05,294,146,,
gpt-5.4-2026-03-05,155,54,,
gpt-5.4-2026-03-05,155,53,,
gpt-5.4-2026-03-05,132,38,,
gpt-5.4-2026-03-05,147,43,,
gpt-5.4-2026-03-05,156,52,,
gpt-5.4-2026-03-05,177,65,,
gpt-5.4-2026-03-05,141,42,,
gpt-5.4-2026-03-05,107,27,,
gpt-5.4-2026-03-05,295,137,,
gpt-5.4-2026-03-05,136,41,,
gpt-5.4-2026-03-05,155,45,,
gpt-5.4-2026-03-05,162,56,,
gpt-5.4-2026-03-05,134,59,,
gpt-5.4-2026-03-05,134,43,,
gpt-5.4-2026-03-05,158,58,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,87,11,,
gpt-5.4-2026-03-05,392,197,,
gpt-5.4-2026-03-05,267,138,,
gpt-5.4-2026-03-05,127,33,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,100,18,,
gpt-5.4-2026-03-05,145,57,,
gpt-5.4-2026-03-05,99,19,,
gpt-5.4-2026-03-05,106,23,,
gpt-5.4-2026-03-05,215,93,,
gpt-5.4-2026-03-05,195,91,,
gpt-5.4-2026-03-05,142,51,,
gpt-5.4-2026-03-05,189,72,,
gpt-5.4-2026-03-05,186,79,,
gpt-5.4-2026-03-05,114,26,,
gpt-5.4-2026-03-05,141,41,,
gpt-5.4-2026-03-05,137,42,,
gpt-5.4-2026-03-05,265,113,,
gpt-5.4-2026-03-05,230,105,,
gpt-5.4-2026-03-05,231,90,,
gpt-5.4-2026-03-05,151,60,,
gpt-5.4-2026-03-05,223,109,,
gpt-5.4-2026-03-05,205,86,,
gpt-5.4-2026-03-05,190,76,,
gpt-5.4-2026-03-05,118,34,,
gpt-5.4-2026-03-05,149,48,,
gpt-5.4-2026-03-05,186,83,,
gpt-5.4-2026-03-05,323,158,,
gpt-5.4-2026-03-05,299,160,,
gpt-5.4-2026-03-05,177,62,,
gpt-5.4-2026-03-05,198,85,,
gpt-5.4-2026-03-05,232,102,,
gpt-5.4-2026-03-05,296,160,,
gpt-5.4-2026-03-05,134,37,,
gpt-5.4-2026-03-05,147,50,,
gpt-5.4-2026-03-05,182,75,,
gpt-5.4-2026-03-05,147,55,,
gpt-5.4-2026-03-05,299,160,,
gpt-5.4-2026-03-05,170,65,,
gpt-5.4-2026-03-05,152,50,,
gpt-5.4-2026-03-05,247,114,,
gpt-5.4-2026-03-05,152,51,,
gpt-5.4-2026-03-05,158,58,,
gpt-5.4-2026-03-05,130,35,,
gpt-5.4-2026-03-05,158,65,,
gpt-5.4-2026-03-05,158,60,,
gpt-5.4-2026-03-05,116,31,,
gpt-5.4-2026-03-05,106,23,,
gpt-5.4-2026-03-05,162,59,,
gpt-5.4-2026-03-05,207,103,,
gpt-5.4-2026-03-05,362,186,,
gpt-5.4-2026-03-05,231,99,,
gpt-5.4-2026-03-05,310,150,,
gpt-5.4-2026-03-05,108,33,,
gpt-5.4-2026-03-05,275,139,,
gpt-5.4-2026-03-05,142,49,,
gpt-5.4-2026-03-05,129,38,,
gpt-5.4-2026-03-05,156,53,,
gpt-5.4-2026-03-05,115,32,,
gpt-5.4-2026-03-05,175,64,,
gpt-5.4-2026-03-05,284,132,,
gpt-5.4-2026-03-05,492,280,,
gpt-5.4-2026-03-05,147,50,,
gpt-5.4-2026-03-05,109,27,,
gpt-5.4-2026-03-05,353,196,,
gpt-5.4-2026-03-05,307,163,,
gpt-5.4-2026-03-05,281,160,,
gpt-5.4-2026-03-05,209,100,,
gpt-5.4-2026-03-05,98,17,,
gpt-5.4-2026-03-05,138,55,,
gpt-5.4-2026-03-05,207,80,,
gpt-5.4-2026-03-05,272,146,,
gpt-5.4-2026-03-05,316,153,,
gpt-5.4-2026-03-05,250,127,,
gpt-5.4-2026-03-05,280,134,,
gpt-5.4-2026-03-05,223,139,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,115,30,,
gpt-5.4-2026-03-05,363,202,,
gpt-5.4-2026-03-05,304,162,,
gpt-5.4-2026-03-05,432,224,,
gpt-5.4-2026-03-05,306,166,,
gpt-5.4-2026-03-05,473,259,,
gpt-5.4-2026-03-05,122,41,,
gpt-5.4-2026-03-05,216,97,,
gpt-5.4-2026-03-05,213,101,,
gpt-5.4-2026-03-05,182,79,,
gpt-5.4-2026-03-05,209,92,,
gpt-5.4-2026-03-05,306,134,,
gpt-5.4-2026-03-05,240,109,,
gpt-5.4-2026-03-05,258,124,,
gpt-5.4-2026-03-05,226,98,,
gpt-5.4-2026-03-05,229,89,,
gpt-5.4-2026-03-05,225,93,,
gpt-5.4-2026-03-05,242,112,,
gpt-5.4-2026-03-05,244,111,,
gpt-5.4-2026-03-05,112,25,,
gpt-5.4-2026-03-05,292,159,,
gpt-5.4-2026-03-05,490,265,,
gpt-5.4-2026-03-05,388,211,,
gpt-5.4-2026-03-05,111,29,,
gpt-5.4-2026-03-05,197,86,,
gpt-5.4-2026-03-05,253,137,,
gpt-5.4-2026-03-05,288,169,,
gpt-5.4-2026-03-05,276,145,,
gpt-5.4-2026-03-05,208,94,,
gpt-5.4-2026-03-05,202,97,,
gpt-5.4-2026-03-05,200,82,,
gpt-5.4-2026-03-05,277,153,,
gpt-5.4-2026-03-05,280,152,,
gpt-5.4-2026-03-05,255,120,,
gpt-5.4-2026-03-05,251,115,,
gpt-5.4-2026-03-05,310,139,,
gpt-5.4-2026-03-05,258,117,,
gpt-5.4-2026-03-05,121,31,,
gpt-5.4-2026-03-05,193,85,,
gpt-5.4-2026-03-05,175,63,,
gpt-5.4-2026-03-05,226,105,,
gpt-5.4-2026-03-05,176,67,,
gpt-5.4-2026-03-05,298,159,,
gpt-5.4-2026-03-05,219,94,,
gpt-5.4-2026-03-05,178,68,,
gpt-5.4-2026-03-05,307,161,,
gpt-5.4-2026-03-05,104,32,,
gpt-5.4-2026-03-05,206,85,,
gpt-5.4-2026-03-05,297,151,,
gpt-5.4-2026-03-05,128,35,,
gpt-5.4-2026-03-05,120,31,,
gpt-5.4-2026-03-05,188,71,,
gpt-5.4-2026-03-05,271,133,,
gpt-5.4-2026-03-05,265,116,,
gpt-5.4-2026-03-05,374,180,,
gpt-5.4-2026-03-05,217,100,,
gpt-5.4-2026-03-05,185,70,,
gpt-5.4-2026-03-05,318,155,,
gpt-5.4-2026-03-05,124,40,,
gpt-5.4-2026-03-05,122,32,,
gpt-5.4-2026-03-05,247,128,,
gpt-5.4-2026-03-05,300,141,,
gpt-5.4-2026-03-05,255,142,,
gpt-5.4-2026-03-05,260,121,,
gpt-5.4-2026-03-05,224,113,,
gpt-5.4-2026-03-05,200,94,,
gpt-5.4-2026-03-05,122,35,,
gpt-5.4-2026-03-05,122,39,,
gpt-5.4-2026-03-05,151,55,,
gpt-5.4-2026-03-05,280,137,,
gpt-5.4-2026-03-05,307,147,,
gpt-5.4-2026-03-05,337,153,,
gpt-5.4-2026-03-05,172,61,,
gpt-5.4-2026-03-05,232,92,,
gpt-5.4-2026-03-05,109,29,,
gpt-5.4-2026-03-05,204,78,,
gpt-5.4-2026-03-05,443,216,,
gpt-5.4-2026-03-05,251,119,,
gpt-5.4-2026-03-05,312,153,,
gpt-5.4-2026-03-05,136,60,,
gpt-5.4-2026-03-05,316,166,,
gpt-5.4-2026-03-05,489,250,,
gpt-5.4-2026-03-05,124,36,,
gpt-5.4-2026-03-05,146,43,,
gpt-5.4-2026-03-05,166,63,,
gpt-5.4-2026-03-05,303,157,,
gpt-5.4-2026-03-05,262,115,,
gpt-5.4-2026-03-05,271,118,,
gpt-5.4-2026-03-05,333,149,,
gpt-5.4-2026-03-05,197,85,,
gpt-5.4-2026-03-05,391,210,,
gpt-5.4-2026-03-05,263,129,,
gpt-5.4-2026-03-05,150,50,,
gpt-5.4-2026-03-05,122,35,,
gpt-5.4-2026-03-05,265,130,,
gpt-5.4-2026-03-05,330,161,,
gpt-5.4-2026-03-05,209,99,,
gpt-5.4-2026-03-05,242,122,,
gpt-5.4-2026-03-05,247,117,,
gpt-5.4-2026-03-05,233,96,,
gpt-5.4-2026-03-05,118,33,,
gpt-5.4-2026-03-05,282,142,,
gpt-5.4-2026-03-05,233,106,,
gpt-5.4-2026-03-05,266,125,,
gpt-5.4-2026-03-05,333,160,,
gpt-5.4-2026-03-05,205,76,,
gpt-5.4-2026-03-05,279,128,,
gpt-5.4-2026-03-05,212,87,,
gpt-5.4-2026-03-05,238,117,,
gpt-5.4-2026-03-05,238,108,,
gpt-5.4-2026-03-05,163,61,,
gpt-5.4-2026-03-05,153,53,,
gpt-5.4-2026-03-05,114,24,,
gpt-5.4-2026-03-05,288,151,,
gpt-5.4-2026-03-05,251,119,,
gpt-5.4-2026-03-05,227,115,,
gpt-5.4-2026-03-05,387,206,,
gpt-5.4-2026-03-05,360,173,,
gpt-5.4-2026-03-05,236,89,,
gpt-5.4-2026-03-05,231,105,,
gpt-5.4-2026-03-05,230,104,,
gpt-5.4-2026-03-05,203,94,,
gpt-5.4-2026-03-05,117,31,,
gpt-5.4-2026-03-05,322,161,,
gpt-5.4-2026-03-05,229,94,,
gpt-5.4-2026-03-05,388,201,,
gpt-5.4-2026-03-05,354,200,,
gpt-5.4-2026-03-05,158,53,,
gpt-5.4-2026-03-05,217,95,,
gpt-5.4-2026-03-05,212,89,,
gpt-5.4-2026-03-05,228,113,,
gpt-5.4-2026-03-05,259,122,,
gpt-5.4-2026-03-05,295,150,,
gpt-5.4-2026-03-05,219,95,,
gpt-5.4-2026-03-05,286,160,,
gpt-5.4-2026-03-05,137,46,,
gpt-5.4-2026-03-05,126,41,,
gpt-5.4-2026-03-05,157,67,,
gpt-5.4-2026-03-05,138,44,,
gpt-5.4-2026-03-05,100,22,,
gpt-5.4-2026-03-05,87,13,,
gpt-5.4-2026-03-05,102,20,,
gpt-5.4-2026-03-05,91,18,,
gpt-5.4-2026-03-05,94,20,,
gpt-5.4-2026-03-05,95,16,,
gpt-5.4-2026-03-05,120,37,,
gpt-5.4-2026-03-05,118,33,,
gpt-5.4-2026-03-05,99,21,,
gpt-5.4-2026-03-05,100,17,,
gpt-5.4-2026-03-05,158,52,,
gpt-5.4-2026-03-05,152,54,,
gpt-5.4-2026-03-05,114,42,,
gpt-5.4-2026-03-05,206,99,,
gpt-5.4-2026-03-05,153,57,,
gpt-5.4-2026-03-05,112,31,,
gpt-5.4-2026-03-05,99,26,,
gpt-5.4-2026-03-05,183,73,,
gpt-5.4-2026-03-05,119,39,,
gpt-5.4-2026-03-05,158,61,,
gpt-5.4-2026-03-05,121,32,,
gpt-5.4-2026-03-05,171,57,,
gpt-5.4-2026-03-05,237,121,,
gpt-5.4-2026-03-05,101,19,,
gpt-5.4-2026-03-05,303,155,,
gpt-5.4-2026-03-05,296,155,,
gpt-5.4-2026-03-05,334,188,,
gpt-5.4-2026-03-05,323,174,,
gpt-5.4-2026-03-05,112,33,,
gpt-5.4-2026-03-05,88,13,,
gpt-5.4-2026-03-05,145,52,,
gpt-5.4-2026-03-05,129,44,,
gpt-5.4-2026-03-05,139,52,,
gpt-5.4-2026-03-05,141,54,,
gpt-5.4-2026-03-05,111,27,,
gpt-5.4-2026-03-05,137,47,,
gpt-5.4-2026-03-05,187,82,,
gpt-5.4-2026-03-05,123,39,,
gpt-5.4-2026-03-05,149,59,,
gpt-5.4-2026-03-05,126,32,,
gpt-5.4-2026-03-05,129,35,,
gpt-5.4-2026-03-05,131,42,,
gpt-5.4-2026-03-05,142,53,,
gpt-5.4-2026-03-05,153,60,,
gpt-5.4-2026-03-05,110,27,,
gpt-5.4-2026-03-05,132,41,,
gpt-5.4-2026-03-05,138,47,,
gpt-5.4-2026-03-05,128,45,,
gpt-5.4-2026-03-05,120,38,,
gpt-5.4-2026-03-05,105,21,,
gpt-5.4-2026-03-05,138,39,,
gpt-5.4-2026-03-05,205,94,,
gpt-5.4-2026-03-05,184,78,,
gpt-5.4-2026-03-05,91,17,,
gpt-5.4-2026-03-05,114,33,,
gpt-5.4-2026-03-05,117,31,,
gpt-5.4-2026-03-05,96,17,,
gpt-5.4-2026-03-05,96,21,,
gpt-5.4-2026-03-05,107,27,,
gpt-5.4-2026-03-05,106,28,,
gpt-5.4-2026-03-05,112,28,,
gpt-5.4-2026-03-05,100,20,,
gpt-5.4-2026-03-05,108,24,,
gpt-5.4-2026-03-05,98,25,,
gpt-5.4-2026-03-05,125,34,,
gpt-5.4-2026-03-05,134,53,,
gpt-5.4-2026-03-05,122,20,,
gpt-5.4-2026-03-05,115,27,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,154,57,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,92,16,,
gpt-5.4-2026-03-05,99,23,,
gpt-5.4-2026-03-05,100,23,,
gpt-5.4-2026-03-05,163,66,,
gpt-5.4-2026-03-05,255,121,,
gpt-5.4-2026-03-05,167,64,,
gpt-5.4-2026-03-05,172,68,,
gpt-5.4-2026-03-05,197,74,,
gpt-5.4-2026-03-05,193,69,,
gpt-5.4-2026-03-05,125,38,,
gpt-5.4-2026-03-05,128,36,,
gpt-5.4-2026-03-05,182,67,,
gpt-5.4-2026-03-05,228,123,,
gpt-5.4-2026-03-05,193,83,,
gpt-5.4-2026-03-05,172,87,,
gpt-5.4-2026-03-05,163,56,,
gpt-5.4-2026-03-05,282,143,,
gpt-5.4-2026-03-05,157,61,,
gpt-5.4-2026-03-05,121,32,,
gpt-5.4-2026-03-05,141,46,,
gpt-5.4-2026-03-05,153,51,,
gpt-5.4-2026-03-05,115,34,,
gpt-5.4-2026-03-05,125,35,,
gpt-5.4-2026-03-05,89,13,,
gpt-5.4-2026-03-05,145,64,,
gpt-5.4-2026-03-05,118,27,,
gpt-5.4-2026-03-05,137,51,,
gpt-5.4-2026-03-05,105,27,,
gpt-5.4-2026-03-05,107,27,,
gpt-5.4-2026-03-05,133,41,,
gpt-5.4-2026-03-05,130,37,,
gpt-5.4-2026-03-05,105,24,,
gpt-5.4-2026-03-05,130,38,,
gpt-5.4-2026-03-05,132,45,,
gpt-5.4-2026-03-05,149,52,,
gpt-5.4-2026-03-05,106,22,,
gpt-5.4-2026-03-05,104,22,,
gpt-5.4-2026-03-05,203,87,,
gpt-5.4-2026-03-05,110,23,,
gpt-5.4-2026-03-05,197,93,,
gpt-5.4-2026-03-05,92,21,,
gpt-5.4-2026-03-05,222,93,,
gpt-5.4-2026-03-05,138,66,,
gpt-5.4-2026-03-05,107,26,,
gpt-5.4-2026-03-05,102,21,,
gpt-5.4-2026-03-05,90,16,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,132,42,,
gpt-5.4-2026-03-05,110,25,,
gpt-5.4-2026-03-05,179,82,,
gpt-5.4-2026-03-05,143,45,,
gpt-5.4-2026-03-05,95,14,,
gpt-5.4-2026-03-05,145,55,,
gpt-5.4-2026-03-05,91,15,,
gpt-5.4-2026-03-05,119,45,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,149,52,,
gpt-5.4-2026-03-05,102,21,,
gpt-5.4-2026-03-05,121,46,,
gpt-5.4-2026-03-05,96,22,,
gpt-5.4-2026-03-05,96,22,,
gpt-5.4-2026-03-05,129,29,,
gpt-5.4-2026-03-05,94,19,,
gpt-5.4-2026-03-05,131,38,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,122,35,,
gpt-5.4-2026-03-05,138,48,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,139,44,,
gpt-5.4-2026-03-05,134,50,,
